,Method,Rejection Rate,Selection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
148,max,0.7000000000000001,0.0,0.8920479786761439,0.6037735849056604,0.24150943396226415,0.3450134770889488,0.7804612216710848
149,max,0.7000000000000001,0.25,0.8969346956908041,0.6774193548387096,0.23773584905660378,0.35195530726256985,0.7804612216710848
150,max,0.7000000000000001,0.5,0.8978231896934695,0.7160493827160493,0.2188679245283019,0.3352601156069364,0.7804612216710848
151,max,0.7000000000000001,0.75,0.8973789426921368,0.7073170731707317,0.2188679245283019,0.33429394812680113,0.7804612216710848
152,max,0.8,0.0,0.9107261825449701,0.5609756097560976,0.16546762589928057,0.25555555555555554,0.7804612216710848
153,max,0.8,0.25,0.9147235176548968,0.6571428571428571,0.16546762589928057,0.26436781609195403,0.7804612216710848
154,max,0.8,0.5,0.9153897401732178,0.7,0.1510791366906475,0.2485207100591716,0.7804612216710848
155,max,0.8,0.75,0.9147235176548968,0.6774193548387096,0.1510791366906475,0.24705882352941178,0.7804612216710848
156,max,0.9,0.0,0.9307589880159787,0.5714285714285714,0.14814814814814814,0.23529411764705882,0.7804612216710848
157,max,0.9,0.25,0.9347536617842876,0.7272727272727273,0.14814814814814814,0.24615384615384617,0.7804612216710848
158,max,0.9,0.5,0.9360852197070573,0.8,0.14814814814814814,0.25,0.7804612216710848
159,max,0.9,0.75,0.9360852197070573,0.8,0.14814814814814814,0.25,0.7804612216710848
