,Method,Rejection Rate,Rejection Threshold,Accuracy,Precision,Recall,F1-Score,AU-ARC
136,max,0.4,0.0,0.9546593757120073,0.8801484347458963,0.8684718255517043,0.8730133998972718,0.887007130302523
137,max,0.4,0.25,0.9968102073365231,0.9070699947277077,0.9024611679823532,0.9047130247960762,0.887007130302523
138,max,0.4,0.5,0.9968102073365231,0.9070532355534655,0.9037590829526801,0.9053793211726894,0.887007130302523
139,max,0.4,0.75,0.9966962861699704,0.9069838001372676,0.9036861807145814,0.9053082090337136,0.887007130302523
140,max,0.5,0.0,0.9606288448393712,0.8708093033017149,0.872296856065087,0.8686971329843509,0.887007130302523
141,max,0.5,0.25,0.9971291866028709,0.9074680885728104,0.9027276012004161,0.9050447732040755,0.887007130302523
142,max,0.5,0.5,0.9971291866028709,0.9072969838342216,0.9038631577232917,0.9055525930701958,0.887007130302523
143,max,0.5,0.75,0.9969924812030075,0.9072234138162005,0.9037565820012413,0.9054625660589918,0.887007130302523
144,max,0.6,0.0,0.9572795625427204,0.8381354897444837,0.8547536536617774,0.8383207020383366,0.887007130302523
145,max,0.6,0.25,0.9967532467532467,0.8982361865758393,0.8923082712592955,0.8952089974961268,0.887007130302523
146,max,0.6,0.5,0.9969241285030759,0.8983017620202324,0.8933340237457571,0.8957790493074628,0.887007130302523
147,max,0.6,0.75,0.9967532467532467,0.898218322414127,0.8931780175055074,0.8956595248623849,0.887007130302523
148,max,0.7000000000000001,0.0,0.9537480063795853,0.7977710275619389,0.8466923658176849,0.8008160811049072,0.887007130302523
149,max,0.7000000000000001,0.25,0.9961266803372066,0.8982988271808401,0.8754729860311803,0.8857544324931135,0.887007130302523
150,max,0.7000000000000001,0.5,0.9963545226703121,0.8983719552311511,0.8805124139916186,0.8889192148019396,0.887007130302523
151,max,0.7000000000000001,0.75,0.9963545226703121,0.8983719552311511,0.8805124139916186,0.8889192148019396,0.887007130302523
152,max,0.8,0.0,0.950786056049214,0.7923233398596331,0.8459772212037993,0.7937807932083092,0.887007130302523
153,max,0.8,0.25,0.9948735475051265,0.8985699968899242,0.875929640975625,0.8861025681121827,0.887007130302523
154,max,0.8,0.5,0.9948735475051265,0.8982997306003048,0.8794713076422915,0.8883482039926335,0.887007130302523
155,max,0.8,0.75,0.9948735475051265,0.8982997306003048,0.8794713076422915,0.8883482039926335,0.887007130302523
156,max,0.9,0.0,0.950786056049214,0.8334204851380238,0.9272149768602977,0.8228632667262414,0.887007130302523
157,max,0.9,0.25,0.9952153110047847,0.9950375808229791,0.9890763745836894,0.991943609566155,0.887007130302523
158,max,0.9,0.5,0.9952153110047847,0.9950375808229791,0.9890763745836894,0.991943609566155,0.887007130302523
159,max,0.9,0.75,0.9952153110047847,0.9950375808229791,0.9890763745836894,0.991943609566155,0.887007130302523
