,Model,Method,Rejection Rate,Accuracy,Precision,Recall,F1-Score,AU-ARC
10,AdaBoost,min,0.5,0.9794134783453098,0.7309782608695652,0.9746376811594203,0.8354037267080745,0.916523184417872
11,AdaBoost,min,0.55,0.981445523193096,0.7411003236245954,0.9744680851063829,0.8419117647058824,0.916523184417872
12,AdaBoost,min,0.6,0.9820388349514563,0.7443609022556391,0.9705882352941176,0.8425531914893617,0.916523184417872
13,AdaBoost,min,0.65,0.9841886269070735,0.7625570776255708,0.9709302325581395,0.8542199488491049,0.916523184417872
14,AdaBoost,min,0.7000000000000001,0.9841423948220065,0.7471910112359551,0.9708029197080292,0.8444444444444444,0.916523184417872
15,AdaBoost,min,0.75,0.9840776699029126,0.7175572519083969,0.9591836734693877,0.8209606986899564,0.916523184417872
16,AdaBoost,min,0.8,0.9907766990291262,0.7948717948717948,0.9538461538461539,0.8671328671328671,0.916523184417872
17,AdaBoost,min,0.85,0.9980582524271845,0.7142857142857143,0.8333333333333334,0.7692307692307693,0.916523184417872
18,AdaBoost,min,0.9,1.0,0.0,0.0,0.0,0.916523184417872
19,AdaBoost,min,0.9500000000000001,1.0,0.0,0.0,0.0,0.916523184417872
0,XGBoost,min,0.0,0.896290541852787,0.5298701298701298,0.7034482758620689,0.6044444444444445,0.9335617746588635
1,XGBoost,min,0.05,0.9174161896974653,0.5641227380015735,0.7384140061791967,0.639607493309545,0.9335617746588635
2,XGBoost,min,0.1,0.9352680979609451,0.587192118226601,0.767052767052767,0.6651785714285714,0.9335617746588635
3,XGBoost,min,0.15,0.9520219328307059,0.623342175066313,0.7755775577557755,0.6911764705882353,0.9335617746588635
4,XGBoost,min,0.2,0.9669862847432941,0.6705202312138728,0.7750556792873051,0.71900826446281,0.9335617746588635
5,XGBoost,min,0.25,0.9796737441740031,0.7003367003367004,0.7536231884057971,0.7260034904013961,0.9335617746588635
6,XGBoost,min,0.3,0.9882091829657372,0.7181208053691275,0.7133333333333334,0.7157190635451505,0.9335617746588635
7,XGBoost,min,0.35000000000000003,0.9940244995518375,0.7735849056603774,0.5942028985507246,0.6721311475409836,0.9335617746588635
